temperature_K,bit_rate_bits_per_s,Pmin_W
20.0,8.376776400682925e+30,1603303211.425762
20.0,1.0312831606721785e+31,1973861452.5513823
20.0,1.2696351276599676e+31,2430063762.1773314
20.0,1.563075417945811e+31,2991704347.1386833
20.0,1.924336141115976e+31,3683152285.9585595
20.0,2.369092074182632e+31,4534408881.190463
20.0,2.916640776023707e+31,5582409388.882457
20.0,3.590739891061033e+31,6872625606.030735
20.0,4.420637972028511e+31,8461038850.847391
20.0,5.44234354830025e+31,10416568941.676292
20.0,6.700187503509577e+31,12824064565.762882
20.0,8.248746552614582e+31,15787984787.281586
20.0,1.0155211276345609e+32,19436931431.9344
20.0,1.2502301459914586e+32,23929229004.202454
20.0,1.539185522990199e+32,29459794244.82476
20.0,1.8949247718738002e+32,36268593392.41532
20.0,2.3328830978641535e+32,44651054102.16685
20.0,2.8720631177978515e+32,54970883785.40666
20.0,3.535859366535183e+32,67675850546.202286
20.0,4.353073364731865e+32,83317211435.6252
20.0,5.3591632908484485e+32,102573630998.09937
20.0,6.59778247953952e+32,126280627914.00206
20.0,8.12267350047977e+32,155466827401.7727
20.0,1e+33,191398592338.58157
77.0,1000000.0,7.368845805035391e-16
77.0,1231121.7482038895,9.071946329740068e-16
77.0,1515660.7589006044,1.1168670425081476e-15
77.0,1865962.923181746,1.3749993058839384e-15
77.0,2297227.536071151,1.6927915492389689e-15
77.0,2828166.780230035,2.084032491443854e-15
77.0,3481817.6306889663,2.5656977241800653e-15
77.0,4286541.408420925,3.158686267555303e-15
77.0,5277254.352483532,3.888727359740304e-15
77.0,6496942.604146125,4.787496825411788e-15
77.0,7998527.3367967075,5.893991461221531e-15
77.0,9847160.957933763,7.25622107163785e-15
77.0,12123054.013376528,8.93329157106871e-15
77.0,14924955.45051829,1.0997969536189179e-14
77.0,18374437.24610725,1.3539839482086345e-14
77.0,22621169.304690264,1.666919085358622e-14
77.0,27849413.500806443,2.0521803384811355e-14
77.0,34286018.63556583,2.5264838459405452e-14
77.0,42210263.20156903,3.110409209223217e-14
77.0,51965973.02486197,3.829292423288364e-14
77.0,63976439.55748424,4.7143251825426795e-14
77.0,78762786.11187062,5.803908260333575e-14
77.0,96966578.93145521,7.145317683876869e-14
77.0,119377664.17144357,8.796755998446656e-14
77.0,146968438.61124474,1.0829877623330721e-13
77.0,180936041.07387203,1.3332897872469132e-13
77.0,222754295.19995564,1.6414420537378081e-13
77.0,274237657.32649523,2.0208150107730775e-13
77.0,337619944.1111333,2.4878693088596075e-13
77.0,415651255.82259876,3.0628700128260487e-13
77.0,511717300.711461,3.770765884711683e-13
77.0,629986297.838068,4.642271888053824e-13
77.0,775589832.3389002,5.715201882458607e-13
77.0,954845510.2782303,7.036109332870615e-13
77.0,1175531073.8783674,8.662307222437356e-13
77.0,1447221870.7411344,1.0664354811166279e-12
77.0,1781706319.5457325,1.3129119138589616e-12
77.0,2193497398.9050555,1.616354410627756e-12
77.0,2700462352.420682,1.9899290677291144e-12
77.0,3324597932.2709312,2.4498449526643985e-12
77.0,4092984818.452434,3.016057400952676e-12
77.0,5038962625.06515,3.713133860144145e-12
77.0,6203576476.104281,4.5713198492157264e-12
77.0,7637357916.378012,5.6278512843655946e-12
77.0,9402517429.670132,6.92857011183969e-12
77.0,11575643695.53301,8.529913348641279e-12
77.0,14251026703.029963,1.0501361833806967e-11
77.0,17544748908.334595,1.2928454939358064e-11
77.0,21599721947.827213,1.591650204651774e-11
77.0,26591887445.126907,1.9595151824799668e-11
77.0,32737850959.48577,2.4124017570868058e-11
77.0,40304280305.68042,2.969960268554837e-11
77.0,49619476030.028984,3.656382677919332e-11
77.0,61087616075.05039,4.501452234542476e-11
77.0,75206292695.92422,5.54183574444625e-11
77.0,92588102539.73946,6.822674509961456e-11
77.0,113987226661.60526,8.399542970129882e-11
77.0,140332153760.5482,1.034086002549997e-10
77.0,172765966466.90347,1.2730857672525265e-10
77.0,212695938666.86917,1.5673235753934236e-10
77.0,261854595847.4238,1.9295661401395265e-10
77.0,322374887814.90265,2.3755308397236004e-10
77.0,396882735463.71497,2.9245676803127667e-10
77.0,488610967116.0316,3.6004988753272547e-10
77.0,601539588027.4833,4.432652469799037e-10
77.0,740568469226.2441,5.45713485779929e-10
77.0,911729948498.494,6.718397406318261e-10
77.0,1122450568085.306,8.271165159994998e-10
77.0,1381873305653.628,1.0182811311456125e-09
77.0,1701254279852.5857,1.253628046339023e-09
77.0,2094451143151.4688,1.5433687520063278e-09
77.0,2578524352884.2764,1.9000748360932898e-09
77.0,3174477409109.187,2.339223453929385e-09
77.0,3908168177536.264,2.8798688680410908e-09
77.0,4811430839003.245,3.5454691954206974e-09
77.0,5923457145875.794,4.3649042340693755e-09
77.0,7292496916841.444,5.37372853139006e-09
77.0,8977951553033.332,6.615714063938064e-09
77.0,11052951411260.197,8.144749464012471e-09
77.0,13607528864243.33,1.0027178198817745e-08
77.0,16752524724082.104,1.2344677153680407e-08
77.0,20624397525140.883,1.519780051845167e-08
77.0,25391144336803.473,1.8710342743130238e-08
77.0,31259590004822.84,2.30347098674165e-08
77.0,38484361094874.25,2.835853228134313e-08
77.0,47378933909631.44,3.4912805838703666e-08
77.0,58329235942861.88,4.2981914558847735e-08
77.0,71810390925373.42,5.291596979283894e-08
77.0,88407334015250.62,6.514600123926421e-08
77.0,108840191606900.31,8.020265893417555e-08
77.0,133995526965933.7,9.873923767764271e-08
77.0,164964807409802.06,1.2156002290601912e-07
77.0,203091762090473.06,1.496551879117628e-07
77.0,250030685190632.12,1.842437565697114e-07
77.0,307818214256508.0,2.268264956837554e-07
77.0,378961698064470.8,2.792510319051464e-07
77.0,466547988223446.8,3.437920185868047e-07
77.0,574377374882658.8,4.23249830941132e-07
77.0,707128477894298.1,5.21072071795246e-07
77.0,870561247909985.6,6.415031599687872e-07
77.0,1071766885445503.4,7.897684917790943e-07
77.0,1319475521676703.2,9.723011662754259e-07
77.0,1624435010958865.5,1.1970211116056855e-06
77.0,1999877270535287.0,1.4736787235569578e-06
77.0,2462092401494620.5,1.8142779264363146e-06
77.0,3031135501567576.0,2.2335970125220076e-06
77.0,3731696837732755.5,2.749829858839085e-06
77.0,4594173134636467.0,3.385375343077222e-06
77.0,5655986461065002.0,4.16780921069558e-06
77.0,6963207939763890.0,5.1310805616518266e-06
77.0,8572556731909307.0,6.31698487123578e-06
77.0,1.055386103036523e+16,7.776977458053331e-06
77.0,1.2993087842004172e+16,9.574406083900877e-06
77.0,1.599607301861491e+16,1.1787259556026028e-05
77.0,1.9693113379074136e+16,1.4511551591147678e-05
77.0,2.424462017082321e+16,1.7865486764044703e-05
77.0,2.9848079169243212e+16,2.1994589297464206e-05
77.0,3.674661940736688e+16,2.707801722692075e-05
77.0,4.523956232538058e+16,3.333633590630178e-05
77.0,5.5695409058001016e+16,4.104108813967809e-05
77.0,6.8567829366417656e+16,5.052657617871092e-05
77.0,8.441534596012958e+16,6.220436679589122e-05
77.0,1.039255682936711e+17,7.658114879567373e-05
77.0,1.2794502732078734e+17,9.428071778479223e-05
77.0,1.5751590570916115e+17,0.00011607104210113023
77.0,1.939212572065835e+17,0.00014289758426739218
77.0,2.387406771860637e+17,0.0001759243237573834
77.0,2.939188398646878e+17,0.00021658426101577735
77.0,3.6184987596427424e+17,0.0002666415940551919
77.0,4.454812518844988e+17,0.00032826826541710035
77.0,5.484416576121026e+17,0.0004041382008001598
77.0,6.751984523072466e+17,0.0004975433282850642
77.0,8.312514989890666e+17,0.0006125364121254964
77.0,1.0233717986325171e+18,0.0007541068985344746
77.0,1.259895277795026e+18,0.0009283974032563775
77.0,1.5510844769528404e+18,0.0011429702341249452
77.0,1.9095738328780849e+18,0.001407135512780903
77.0,2.350917875457294e+18,0.0017323551324546192
77.0,2.8942661247167396e+18,0.0021327400791774985
77.0,3.563193971228577e+18,0.0026256626947415095
77.0,4.386725591048494e+18,0.003232510446943909
77.0,5.400593278542374e+18,0.00397961391252893
77.0,6.648787838417277e+18,0.004899389237169148
77.0,8.185467307068987e+18,0.006031744642794964
77.0,1.0077306820944577e+19,0.007425812009357198
77.0,1.2406391590588293e+19,0.009142078662793289
77.0,1.5273778503907123e+19,0.011255011865555574
77.0,1.8803880893409165e+19,0.013856289883978327
77.0,2.3149866718511464e+19,0.01705877982558316
77.0,2.8500304385181168e+19,0.0210014348410974
77.0,3.5087344559027003e+19,0.025855323176361748
77.0,4.319679297334165e+19,0.031831050669259085
77.0,5.318051128214197e+19,0.03918789874710491
77.0,6.547168402004689e+19,0.048245074413972515
77.0,8.060361408861361e+19,0.05939556035475719
77.0,9.923286228832505e+19,0.07312316609949787
77.0,1.221677348996788e+20,0.0900235200826174
77.0,1.5040335536380222e+20,0.11082991342358012
77.0,1.851648417912154e+20,0.13644511676732393
77.0,2.279604637318982e+20,0.16798055068847204
77.0,2.8064708463098216e+20,0.20680450922784252
77.0,3.455107294592232e+20,0.2546015289370315
77.0,4.2536577327503743e+20,0.31344547940033946
77.0,5.2367705442046444e+20,0.3858895465659529
77.0,6.44710210732387e+20,0.4750770131818832
77.0,7.937167617217494e+20,0.5848776429999588
77.0,9.771619672696201e+20,0.7200555863354869
77.0,1.2030053494233194e+21,0.8864760922533161
77.0,1.4810460488806708e+21,1.0913599964358571
77.0,1.8233480008684384e+21,1.3435970267319057
77.0,2.2447633784132238e+21,1.6541315204317355
77.0,2.7635770147361627e+21,2.03643728919308
77.0,3.4022997656780506e+21,2.5071022355789596
77.0,4.188645235435288e+21,3.08654808719188
77.0,5.156732244854953e+21,3.799916477019015
77.0,6.34856521630521e+21,4.678159816216425
77.0,7.815856707684091e+21,5.759384291317564
77.0,9.622271173675075e+21,7.090503257304854
77.0,1.1846187309026775e+22,8.729272765778544
77.0,1.4584098829439802e+22,10.746797547953904
77.0,1.7954801246878267e+22,13.230616184830312
77.0,2.210454629971019e+22,16.288499327283002
77.0,2.721338768375309e+22,20.053125767422575
77.0,3.3502993419772367e+22,24.687839251741792
77.0,4.124626382901331e+22,30.39373581898077
77.0,5.077917243205382e+22,37.41838917591086
77.0,6.2515343536896986e+22,46.06659269722097
77.0,7.696399902471151e+22,56.71358413519933
77.0,9.475205302806547e+22,69.82132684743512
77.0,1.1665131316981984e+23,85.95855397032966
77.0,1.4361196859990715e+23,105.82544523703001
77.0,1.7680381784572013e+23,130.2840071446676
77.0,2.1766702531534548e+23,160.39547463895158
77.0,2.6797460873256894e+23,197.4663571414991
77.0,3.299093687770942e+23,243.10512681549645
77.0,4.0615859883769544e+23,299.2920087224204
77.0,5.0003068424910695e+23,368.4649010018008
77.0,6.155986501483489e+23,453.625153073111
77.0,7.578768863625915e+23,558.4677914806266
77.0,9.33038717262036e+23,687.5418437631956
77.0,1.1486842567375547e+24,846.4477166570725
77.0,1.414170170289015e+24,1042.0801926940394
77.0,1.7410156523040083e+24,1282.9275885981347
77.0,2.14340223351485e+24,1579.440055693939
77.0,2.6387891048289296e+24,1944.4830025491751
77.0,3.2486706558783745e+24,2393.895313451093
77.0,3.9995090972036694e+24,2947.1765833130144
77.0,4.923882631706711e+24,3628.3331875138615
77.0,6.061898993497547e+24,4466.919896878266
77.0,7.462935686310113e+24,5499.322232531519
77.0,9.187782428863321e+24,6770.335200850736
77.0,1.1311278765939213e+25,8335.106908397705
77.0,1.392556128874465e+25,10261.531388532923
77.0,1.7144061358519615e+25,12633.194462299662
77.0,2.110642679101546e+25,15553.000451826087
77.0,2.598458104929242e+25,19147.637106068054
77.0,3.1990182847750607e+25,23573.07246799622
77.0,3.938380983288489e+25,29021.322187336536
77.0,4.848626481239088e+25,35728.78090646216
77.0,5.969249509970703e+25,43986.47921075718
77.0,7.348872892180358e+25,54152.71118328153
77.0,9.047357242349274e+25,66668.58046194201
77.0,1.1138398264826183e+26,82077.13932857789
77.0,1.3712724343984009e+26,101046.95125777325
77.0,1.688203316700366e+26,124401.09928314327
77.0,2.0783838185797468e+26,153152.89882794803
77.0,2.5587435201685787e+26,188549.8645475572
77.0,3.1501247957553214e+26,232127.83886539566
77.0,3.878187145610719e+26,285777.63079075725
77.0,4.7745205385661314e+26,351827.05641668354
77.0,5.8780160722748755e+26,433141.9407611332
77.0,7.23655342286962e+26,533250.4633302729
77.0,8.909078300934106e+26,656496.2426457012
77.0,1.0968160052731357e+27,808226.801935262
77.0,1.3503140378698723e+27,995025.5933437808
77.0,1.6624009789266134e+27,1224997.6479850102
77.0,2.0466179993919774e+27,1508121.2459329497
77.0,2.519635929317003e+27,1856680.8647964045
77.0,3.101978590138087e+27,2285800.192124864
77.0,3.818913304781846e+27,2814098.3285735548
77.0,4.7015472240221297e+27,3464497.6538911257
77.0,5.78817703770128e+27,4265218.408306725
77.0,7.125950633568367e+27,5251003.1433059545
77.0,8.77291280161332e+27,6464624.1696109595
77.0,1.0800523745162496e+28,7958739.409172579
77.0,1.32967596746621e+28,9798177.174919756
77.0,1.6369930016117018e+28,12062749.012798682
77.0,2.015337685941735e+28,14850712.652781487
77.0,2.481126055137755e+28,18283035.323165853
77.0,3.0545682465154193e+28,22508642.40952946
77.0,3.76054539965816e+28,27710879.19291617
77.0,4.629689226627258e+28,34115466.03624982
77.0,5.699711094326076e+28,42000292.18733838
77.0,7.017038286703837e+28,51707473.14275029
77.0,8.6388284427404e+28,63658194.73070802
77.0,1.0635449574860068e+29,78370987.98437305
77.0,1.3093533273536067e+29,96484227.73578756
77.0,1.6119733573881556e+29,118783831.12418525
77.0,1.984535457805803e+29,146237357.83196282
77.0,2.443204762186472e+29,180035991.62680274
77.0,3.0078825180430836e+29,221646224.75121066
77.0,3.7030695840051255e+29,272873487.6985032
77.0,4.55892949998105e+29,335940485.2138745
77.0,5.6125972559549656e+29,413583637.44896895
77.0,6.909790545715645e+29,509171810.76469934
77.0,8.5067934163641e+29,626852489.8047729
77.0,1.0472898382363531e+30,771731733.1144143
77.0,1.2893412965257104e+30,950095720.4162372
77.0,1.5873361110102054e+30,1169683504.2798743
77.0,1.9542040079740515e+30,1440022800.6342938
77.0,2.4058630546440668e+30,1772843387.7703562
77.0,2.961910329772535e+30,2182586050.8435335
77.0,3.64647222321273e+30,2687029154.5199203
77.0,4.4892512582185893e+30,3308060030.1873903
77.0,5.526814857144591e+30,4072624647.527719
77.0,6.804181968927094e+30,5013896775.8425865
77.0,8.376776400682925e+30,6172717363.989182
77.0,1.0312831606721785e+31,7599366592.322822
77.0,1.2696351276599676e+31,9355745484.382725
77.0,1.563075417945811e+31,11518061736.48393
77.0,1.924336141115976e+31,14180136300.940453
77.0,2.369092074182632e+31,17457474192.583282
77.0,2.916640776023707e+31,21492276147.19746
77.0,3.590739891061033e+31,26459608583.218327
77.0,4.420637972028511e+31,32574999575.762455
77.0,5.44234354830025e+31,40103790425.45372
77.0,6.700187503509577e+31,49372648578.187096
77.0,8.248746552614582e+31,60783741431.0341
77.0,1.0155211276345609e+32,74832186012.94743
77.0,1.2502301459914586e+32,92127531666.17944
77.0,1.539185522990199e+32,113420207842.57532
77.0,1.8949247718738002e+32,139634084560.79898
77.0,2.3328830978641535e+32,171906558293.34235
77.0,2.8720631177978515e+32,211637902573.81564
77.0,3.535859366535183e+32,260552024602.87878
77.0,4.353073364731865e+32,320771264027.157
77.0,5.3591632908484485e+32,394908479342.6825
77.0,6.59778247953952e+32,486180417468.9079
77.0,8.12267350047977e+32,598547285496.8248
77.0,1e+33,736884580503.5391
150.0,1000000.0,1.4354894425393619e-15
150.0,1231121.7482038895,1.767262272027286e-15
150.0,1515660.7589006044,2.175715017873015e-15
150.0,1865962.923181746,2.6785700763972825e-15
150.0,2297227.536071151,3.2976458751408486e-15
150.0,2828166.780230035,4.0598035547607554e-15
150.0,3481817.6306889663,4.998112449701426e-15
150.0,4286541.408420925,6.153284936796045e-15
150.0,5277254.352483532,7.575442908585007e-15
150.0,6496942.604146125,9.326292517035951e-15
150.0,7998527.3367967075,1.1481801547834153e-14
150.0,9847160.957933763,1.4135495594099707e-14
150.0,12123054.013376528,1.7402516047536447e-14
150.0,14924955.45051829,2.142461597958931e-14
150.0,18374437.24610725,2.6376310679388985e-14
150.0,22621169.304690264,3.247244971477835e-14
150.0,27849413.500806443,3.997753906132082e-14
150.0,34286018.63556583,4.9217217778062573e-14
150.0,42210263.20156903,6.059238719266007e-14
150.0,51965973.02486197,7.459660564847463e-14
150.0,63976439.55748424,9.183750355602624e-14
150.0,78762786.11187062,1.1306314792857616e-13
150.0,96966578.93145521,1.3919450033526367e-13
150.0,119377664.17144357,1.7136537659311668e-13
150.0,146968438.61124474,2.1097164201293616e-13
150.0,180936041.07387203,2.5973177673641165e-13
150.0,222754295.19995564,3.1976143903983277e-13
150.0,274237657.32649523,3.936652618389112e-13
150.0,337619944.1111333,4.846498653622613e-13
150.0,415651255.82259876,5.966629895115681e-13
150.0,511717300.711461,7.345647827360422e-13
150.0,629986297.838068,9.043386794910047e-13
150.0,775589832.3389002,1.1133510160633651e-12
150.0,954845510.2782303,1.3706706492605094e-12
150.0,1175531073.8783674,1.6874624459293551e-12
150.0,1447221870.7411344,2.0774717164609635e-12
150.0,1781706319.5457325,2.5576206114135618e-12
150.0,2193497398.9050555,3.1487423583657585e-12
150.0,2700462352.420682,3.8764851968748985e-12
150.0,3324597932.2709312,4.7724252324631145e-12
150.0,4092984818.452434,5.875436495362356e-12
150.0,5038962625.06515,7.2333776496314525e-12
150.0,6203576476.104281,8.905168537433234e-12
150.0,7637357916.378012,1.0963346657855056e-11
150.0,9402517429.670132,1.3497214503583811e-11
150.0,11575643695.53301,1.6616714315534962e-11
150.0,14251026703.029963,2.045719837754604e-11
150.0,17544748908.334595,2.5185301829918306e-11
150.0,21599721947.827213,3.100617281789171e-11
150.0,26591887445.126907,3.817237368467468e-11
150.0,32737850959.48577,4.6994839423768944e-11
150.0,40304280305.68042,5.7856368867951374e-11
150.0,49619476030.028984,7.122823398544154e-11
150.0,61087616075.05039,8.769062794563266e-11
150.0,75206292695.92422,1.0795783917752435e-10
150.0,92588102539.73946,1.3290924370054789e-10
150.0,113987226661.60526,1.6362746045707562e-10
150.0,140332153760.5482,2.0144532517207734e-10
150.0,172765966466.90347,2.4800372089334937e-10
150.0,212695938666.86917,3.0532277442729033e-10
150.0,261854595847.4238,3.758895078193883e-10
150.0,322374887814.90265,4.6276574799810394e-10
150.0,396882735463.71497,5.697209766843052e-10
150.0,488610967116.0316,7.013958848040108e-10
150.0,601539588027.4833,8.635037278829294e-10
150.0,740568469226.2441,1.0630782190518098e-09
150.0,911729948498.494,1.3087787155165444e-09
150.0,1122450568085.306,1.611265940258766e-09
150.0,1381873305653.628,1.9836645411927515e-09
150.0,1701254279852.5857,2.442132557803292e-09
150.0,2094451143151.4688,3.0065625039084313e-09
150.0,2578524352884.2764,3.701444485896019e-09
150.0,3174477409109.187,4.556928806355945e-09
150.0,3908168177536.264,5.610134158521606e-09
150.0,4811430839003.245,6.906758172897463e-09
150.0,5923457145875.794,8.503060196239044e-09
150.0,7292496916841.444,1.046830233387674e-08
150.0,8977951553033.332,1.2887754670009217e-08
150.0,11052951411260.197,1.5866395059764555e-08
150.0,13607528864243.33,1.9533464023670934e-08
150.0,16752524724082.104,2.40480723772995e-08
150.0,20624397525140.883,2.960610490607468e-08
150.0,25391144336803.473,3.64487196294745e-08
150.0,31259590004822.84,4.487281143003215e-08
150.0,38484361094874.25,5.5243894054564546e-08
150.0,47378933909631.44,6.801195942604611e-08
150.0,58329235942861.88,8.373100238736572e-08
150.0,71810390925373.42,1.0308305803799795e-07
150.0,88407334015250.62,1.269077946219433e-07
150.0,108840191606900.31,1.5623894597566667e-07
150.0,133995526965933.7,1.9234916430709623e-07
150.0,164964807409802.06,2.3680523942730997e-07
150.0,203091762090473.06,2.915360803475899e-07
150.0,250030685190632.12,3.589164089020352e-07
150.0,307818214256508.0,4.4186979678653656e-07
150.0,378961698064470.8,5.439955166983372e-07
150.0,466547988223446.8,6.697247115327365e-07
150.0,574377374882658.8,8.2451265767753e-07
150.0,707128477894298.1,1.0150754645361936e-06
150.0,870561247909985.6,1.2496814804586766e-06
150.0,1071766885445503.4,1.5385100489203138e-06
150.0,1319475521676703.2,1.8940931810560246e-06
150.0,1624435010958865.5,2.3318593083227643e-06
150.0,1999877270535287.0,2.8708027082278398e-06
150.0,2462092401494620.5,3.5343076489019118e-06
150.0,3031135501567576.0,4.351163011406509e-06
150.0,3731696837732755.5,5.356811413322893e-06
150.0,4594173134636467.0,6.5948870319686154e-06
150.0,5655986461065002.0,8.119108852004379e-06
150.0,6963207939763890.0,9.995611483737326e-06
150.0,8572556731909307.0,1.2305814684225546e-05
150.0,1.055386103036523e+16,1.514995608711688e-05
150.0,1.2993087842004172e+16,1.865144042318353e-05
150.0,1.599607301861491e+16,2.2962193940310447e-05
150.0,1.9693113379074136e+16,2.8269256346391583e-05
150.0,2.424462017082321e+16,3.480289629359358e-05
150.0,2.9848079169243212e+16,4.284660252752768e-05
150.0,3.674661940736688e+16,5.274938420828718e-05
150.0,4.523956232538058e+16,6.494091410318529e-05
150.0,5.5695409058001016e+16,7.99501717006716e-05
150.0,6.8567829366417656e+16,9.842839515333297e-05
150.0,8.441534596012958e+16,0.00012117733791407379
150.0,1.039255682936711e+17,0.00014918405609546832
150.0,1.2794502732078734e+17,0.00018366373594440045
150.0,1.5751590570916115e+17,0.00022611241967752645
150.0,1.939212572065835e+17,0.00027837191740401074
150.0,2.387406771860637e+17,0.00034270972160529235
150.0,2.939188398646878e+17,0.00042191739158917667
150.0,3.6184987596427424e+17,0.0005194316767308933
150.0,4.454812518844988e+17,0.0006394836339294163
150.0,5.484416576121026e+17,0.0007872822093509608
150.0,6.751984523072466e+17,0.0009692402499059694
150.0,8.312514989890666e+17,0.0011932527508938242
150.0,1.0233717986325171e+18,0.001469039412729496
150.0,1.259895277795026e+18,0.0018085663699799563
150.0,1.5510844769528404e+18,0.002226565391152491
150.0,1.9095738328780849e+18,0.0027411730768459146
150.0,2.350917875457294e+18,0.0033747177904960117
150.0,2.8942661247167396e+18,0.004154688465930192
150.0,3.563193971228577e+18,0.005114927327418525
150.0,4.386725591048494e+18,0.006297098273267356
150.0,5.400593278542374e+18,0.007752494634796618
150.0,6.648787838417277e+18,0.009544264747732106
150.0,8.185467307068987e+18,0.011750151901548633
150.0,1.0077306820944577e+19,0.01446586755069584
150.0,1.2406391590588293e+19,0.01780924414829862
150.0,1.5273778503907123e+19,0.021925347790043327
150.0,1.8803880893409165e+19,0.026992772501256482
150.0,2.3149866718511464e+19,0.03323138927061655
150.0,2.8500304385181168e+19,0.04091188605408585
150.0,3.5087344559027003e+19,0.05036751268122419
150.0,4.319679297334165e+19,0.06200854026479043
150.0,5.318051128214197e+19,0.07634006249436022
150.0,6.547168402004689e+19,0.09398391119605036
150.0,8.060361408861361e+19,0.11570563705472181
150.0,9.923286228832505e+19,0.142447726167853
150.0,1.221677348996788e+20,0.17537049366743648
150.0,1.5040335536380222e+20,0.215902428747234
150.0,1.851648417912154e+20,0.26580217552076096
150.0,2.279604637318982e+20,0.32723483900351696
150.0,2.8064708463098216e+20,0.40286592706722574
150.0,3.455107294592232e+20,0.49597700442278864
150.0,4.2536577327503743e+20,0.6106080767539082
150.0,5.2367705442046444e+20,0.7517328829206876
150.0,6.44710210732387e+20,0.9254747010036687
150.0,7.937167617217494e+20,1.1393720318181015
150.0,9.771619672696201e+20,1.4027056876665331
150.0,1.2030053494233194e+21,1.726901478415551
150.0,1.4810460488806708e+21,2.1260259670828385
150.0,1.8233480008684384e+21,2.617396805321895
150.0,2.2447633784132238e+21,3.2223341307111735
150.0,2.7635770147361627e+21,3.967085628298208
150.0,3.4022997656780506e+21,4.883965393984987
150.0,4.188645235435288e+21,6.012756014010156
150.0,5.156732244854953e+21,7.402434695491588
150.0,6.34856521630521e+21,9.11329834327875
150.0,7.815856707684091e+21,11.219579788280969
150.0,9.622271173675075e+21,13.812668683061405
150.0,1.1846187309026775e+22,17.00507681645171
150.0,1.4584098829439802e+22,20.935319898611503
150.0,1.7954801246878267e+22,25.773927632786325
150.0,2.210454629971019e+22,31.7308428453565
150.0,2.721338768375309e+22,39.064530715758266
150.0,3.3502993419772367e+22,48.09319334754895
150.0,4.124626382901331e+22,59.208576270741766
150.0,5.077917243205382e+22,72.89296592709908
150.0,6.2515343536896986e+22,89.74011564393696
150.0,7.696399902471151e+22,110.48100805558312
150.0,9.475205302806547e+22,136.01557178071778
150.0,1.1665131316981984e+23,167.45172851362923
150.0,1.4361196859990715e+23,206.15346474746107
150.0,1.7680381784572013e+23,253.80001391818368
150.0,2.1766702531534548e+23,312.45871682912644
150.0,2.6797460873256894e+23,384.674721704219
150.0,3.299093687770942e+23,473.58141587434375
150.0,4.0615859883769544e+23,583.0363806280918
150.0,5.0003068424910695e+23,717.7887681853263
150.0,6.155986501483489e+23,883.6853631294371
150.0,7.578768863625915e+23,1087.924269118104
150.0,9.33038717262036e+23,1339.3672281101215
150.0,1.1486842567375547e+24,1648.9241233579337
150.0,1.414170170289015e+24,2030.026349403973
150.0,1.7410156523040083e+24,2499.2095881781843
150.0,2.14340223351485e+24,3076.8312773258554
150.0,2.6387891048289296e+24,3787.953901069822
150.0,3.2486706558783745e+24,4663.432428800831
150.0,3.9995090972036694e+24,5741.253084376002
150.0,4.923882631706711e+24,7068.181534117913
150.0,6.061898993497547e+24,8701.792006905713
150.0,7.462935686310113e+24,10712.965388048415
150.0,9.187782428863321e+24,13188.964676981954
150.0,1.1311278765939213e+25,16237.221250125402
150.0,1.392556128874465e+25,19989.996211427777
150.0,1.7144061358519615e+25,24610.11908240194
150.0,2.110642679101546e+25,30298.052828232638
150.0,2.598458104929242e+25,37300.59176506764
150.0,3.1990182847750607e+25,45921.56974284978
150.0,3.938380983288489e+25,56535.04322208417
150.0,4.848626481239088e+25,69601.52124635487
150.0,5.969249509970703e+25,85687.94651446203
150.0,7.348872892180358e+25,105492.2945128861
150.0,9.047357242349274e+25,129873.85804274418
150.0,1.1138398264826183e+26,159890.53115956733
150.0,1.3712724343984009e+26,196844.71024241543
150.0,1.688203316700366e+26,242339.80379833106
150.0,2.0783838185797468e+26,298349.8029115871
150.0,2.5587435201685787e+26,367304.9309367998
150.0,3.1501247957553214e+26,452197.0886988228
150.0,3.878187145610719e+26,556709.6703716051
150.0,4.7745205385661314e+26,685377.382629903
150.0,5.8780160722748755e+26,843783.0014827271
150.0,7.23655342286962e+26,1038799.6038901422
150.0,8.909078300934106e+26,1278888.7843747425
150.0,1.0968160052731357e+27,1574467.7959777834
150.0,1.3503140378698723e+27,1938361.5454748978
150.0,1.6624009789266134e+27,2386359.054516254
150.0,2.0466179993919774e+27,2937898.531038214
150.0,2.519635929317003e+27,3616910.775577412
150.0,3.101978590138087e+27,4452857.517126359
150.0,3.818913304781846e+27,5482009.7309874445
150.0,4.7015472240221297e+27,6749021.403684012
150.0,5.78817703770128e+27,8308867.029168946
150.0,7.125950633568367e+27,10229226.902544068
150.0,8.77291280161332e+27,12593423.707034336
150.0,1.0800523745162496e+28,15504037.810076453
150.0,1.32967596746621e+28,19087358.132960565
150.0,1.6369930016117018e+28,23498861.71324419
150.0,2.015337685941735e+28,28929959.71321069
150.0,2.481126055137755e+28,35616302.57759582
150.0,3.0545682465154193e+28,43848004.69388855
150.0,3.76054539965816e+28,53982232.19399255
150.0,4.629689226627258e+28,66458700.07061652
150.0,5.699711094326076e+28,81818751.01429555
150.0,7.017038286703837e+28,100728843.7845785
150.0,8.6388284427404e+28,124009470.25462602
150.0,1.0635449574860068e+29,152670755.81371373
150.0,1.3093533273536067e+29,187956287.79698876
150.0,1.6119733573881556e+29,231397073.6185427
150.0,1.984535457805803e+29,284877969.802525
150.0,2.443204762186472e+29,350719464.2080573
150.0,3.0078825180430836e+29,431778359.90495586
